authorDisplayName,videoId,textDisplay,likeCount,publishedAt,totalReplyCount
@cangtruongnguyen2866,Z1D26z9l8y8,giai điệu nghe kĩ hơi giống ost của một anime nào đó... nhưng miễn hay là được!!!,0,2024-10-10T12:11:10Z,0
@viethoang308,Z1D26z9l8y8,Anime opening à : )),1,2024-10-10T12:01:07Z,0
@jinna1328,Z1D26z9l8y8,Xem MV + đọc cmt 😢,0,2024-10-10T11:53:48Z,0
@thekietvan2,Z1D26z9l8y8,vibe nhạc nhật guu tuôi 😘,1,2024-10-10T11:44:49Z,0
@thuyngaluu4013,Z1D26z9l8y8,Ver của chú Cào hay quá,0,2024-10-10T10:52:25Z,0
@ThuyDang-mr1yx,Z1D26z9l8y8,True love,0,2024-10-10T10:45:11Z,0
@huenguyenthi4152,Z1D26z9l8y8,nghe chữa lành thực sự,0,2024-10-10T10:39:12Z,0
@loganmason0201,Z1D26z9l8y8,Nhạc như cái đb,0,2024-10-10T10:25:35Z,2
@NguyễnTrungTín-t8m,Z1D26z9l8y8,hay quá ạ ! cả nhà ai biết bộ áo vest màu be của anh nv trong MV bán ở đâu chỉ em với ạ . Em cảm ơn ạaa,0,2024-10-10T10:15:19Z,0
@ThuAnh-pd8in,Z1D26z9l8y8,một hành trình thưởng thức nhạc của Dalab từ những năm cấp 3 16 tuổi giờ đã là 24 tuổi rồi...,0,2024-10-10T10:08:20Z,0
@anpham5537,Z1D26z9l8y8,"Long:
Thức giấc mỗi ngày là khi màn đêm vừa kéo về
Tiếng chuông ngân dài, nhưng vẫn không thấy một ai
Bờ vai như rã rời, con tim em muốn dừng lại thôi
Kết thúc câu chuyện cũng là lúc không ai bước tiếp
 
Lam:
Em giờ đã có bầu trời mới, mọi chuyện sẽ qua thôi
Anh thì tìm kiếm tình yêu dù đánh mất lâu rồi
Chạy thật nhanh, đi thật xa để cố quên những gì xảy ra
Nhưng trước mắt anh vẫn toàn thấy ký ức về em
Em giờ đã có bầu trời mới, thế giới cũng đổi thay
Giữa muôn vàn vì sao chiếu sáng nơi đây chỉ có mỗi anh lạc lõng
Đoạn đường mới đừng tìm lại giấc mơ em đã cất sâu
Có khi ngày mai ta sẽ vô tình gặp nhau, đứng thật lâu
 
Thỏ:
Cứ mỗi sớm ban mai là giấc mơ xưa lại đến
Vẫn cứ ngỡ bên tai là những thanh âm ngọt ngào
Gió cuốn những đám mây về một nơi xa
Một bầu trời đầy rạng ngời nhưng thiếu vắng đôi ta
Con đường kia chỉ một mình anh thôi
Em giờ đang bước nơi xa cùng người
Những nụ cười đó từng được dành cho anh
Chỉ còn nhạt nhoà trong những cơn mơ
 
Lam:
Em giờ đã có bầu trời mới, mọi chuyện sẽ qua thôi
Anh thì tìm kiếm tình yêu dù đánh mất lâu rồi
Chạy thật nhanh, đi thật xa để cố quên những gì xảy ra
Nhưng trước mắt anh vẫn toàn thấy ký ức về em
Em giờ đã có bầu trời mới, thế giới cũng đổi thay
Giữa muôn vàn vì sao chiếu sáng nơi đây chỉ có mỗi anh lạc lõng
Đoạn đường mới đừng tìm lại giấc mơ em đã cất sâu
Có khi ngày mai ta sẽ vô tình gặp nhau, đứng thật lâu
 
Cào:
Ai đưa tay như đang níu lấy hoa phai đang rơi
Chuyện tình buồn quên rồi trong sương đêm sang mai, ai mang phơi
Sao vang nghe bên tai âm thanh như ai đang kêu tên ai
Ngỡ như anh vẫn còn cảm thấy hơi thở của em sau vai
Em ngọt ngào nhưng lại làm anh mất ngủ như một ly nâu
Lồng ngực cháy bỏng vì em mỗi khi anh lại hít một hơi sâu
Bản nhạc ngày đó ta nghe Thanh Bùi hát mãi Tình Về Nơi Đâu 2014 nhìn vào mắt em anh nghĩ mình sẽ trọn đời bên nhau
Người mơ sông núi người mơ bầu trời chỉ có mình anh là muốn cạnh em trọn đời 
Anh đã không biết mà cứ bước tiếp đến khi anh thấy bàn chân rệu rời là lúc anh biết nhịp đập của con tim anh đang sai
Anh biết đến lúc dừng lại mong em hạnh phúc khi đi bên ai
Hoà mình vào dòng người để không ai thấy được mình cô đơn
Đôi lúc anh nở nụ cười lại thấy sâu thẳm trong mình đau hơn
Anh đưa mắt lên tự hỏi đâu đó bên dưới bầu trời xanh dương em đã tìm thấy cho mình những điều em mong hay vẫn chưa bước qua tháng ngày mưa tuôn
 
Thơm:
Vậy khung trời anh liệu có thể
Quay trở lại như xưa
Mình anh ở trong một thế giới
Chẳng thể như lúc đầu
Nơi mặt trời cứ mãi bâng khuâng giữa đêm với ngày
Nơi nụ hoa, nhành cỏ xanh cánh bướm cứ phân vân
 
Lam:
Em giờ đã có bầu trời mới, thế giới cũng đổi thay
Giữa muôn vàn vì sao chiếu sáng nơi đây chỉ có mỗi anh lạc lõng
Đoạn đường mới đừng tìm lại giấc mơ em đã cất sâu
Có khi ngày mai ta sẽ vô tình gặp nhau, cúi chào nhau",0,2024-10-10T09:51:54Z,0
@MyNguyen-os2es,Z1D26z9l8y8,mình yêu dalab,0,2024-10-10T09:46:24Z,0
@ThienNguyen-mn1ny,Z1D26z9l8y8,coi bài post trên fb mới biết nv nam cầu hôn là Văn Toàn :)))),1,2024-10-10T09:33:06Z,0
@MinhNhậtTrần-v6m,Z1D26z9l8y8,Nhạc của Da Lab mình có thể nghe cả ngày❤,0,2024-10-10T09:25:40Z,0
@at-im9ek,Z1D26z9l8y8,"Như thấy câu chuyện của chính mình trong bài hát , thật sự cảm ơn Da Lab rất nhiều ❤ có thể đôi khi là sự chia ly, nhưng nếu nó thật sự tốt cho cả hai thì điều đó cũng ok mà 😄",0,2024-10-10T09:07:22Z,0
@diemmy2334,Z1D26z9l8y8,Nghe bài này nghiện quá ạ <3,0,2024-10-10T08:54:26Z,0
@myythao4872,Z1D26z9l8y8,“ Người thì đã tìm được bầu trời mới còn người thì vẫn loay hoay tìm lối ra trong bầu trời cũ “,0,2024-10-10T08:36:08Z,0
@phuong8619,Z1D26z9l8y8,❤❤❤❤❤,1,2024-10-10T08:07:45Z,0
@mintunn2510,Z1D26z9l8y8,"biết nhóm từ bài ""Từ ngày em đến"" giờ Cào rời nhóm nghe bài này lại thấy buồn :(",1,2024-10-10T08:07:29Z,0
@thaiduongbui3598,Z1D26z9l8y8,chúc mừng mv lên top 1 trending🎉,1,2024-10-10T08:03:10Z,0
@tientranthuy2982,Z1D26z9l8y8,bài hát hay ghê,1,2024-10-10T07:59:15Z,0
@ngocyenvothi1835,Z1D26z9l8y8,😍,0,2024-10-10T07:49:20Z,0
@ngocdoanTram,Z1D26z9l8y8,"DaLab không nói "" em có người yêu mới rồi"" DaLab nói "" Em giờ đã có bầu trời mới..."" hy vọng bầu trời mới của anh sẽ luôn yêu thương anh, giúp anh chữa lành tất cả và sẽ soi sáng cho anh trên hành trình trưởng thành^^",0,2024-10-10T07:33:35Z,0
@ngan2009-ng,Z1D26z9l8y8,"Vào xem Sao hạng a còn trên #1 ko mà thấy tụt xuống #2 cũng hơi buồn, thấy bài này #1 ấn vào nghe thì uiuiui hay nha trời ❤❤❤❤❤",0,2024-10-10T06:42:33Z,0
@quochuyngo27,Z1D26z9l8y8,#1,0,2024-10-10T06:27:03Z,0
@lunglinhmuonhoavang6475,Z1D26z9l8y8,"nữ chính trong Mv là ai v ạ
-",0,2024-10-10T06:23:00Z,0
@minhanhnt1935,Z1D26z9l8y8,hay quá ạ~~,0,2024-10-10T06:21:59Z,0
@goruu99,Z1D26z9l8y8,"Hay quá, cảm giác đắm chìm mãi. ""Một bầu trời mới""",0,2024-10-10T06:21:25Z,0
@huunghiavo6324,Z1D26z9l8y8,thật sự cảm xúc thật sự đây mới là tình yêu trưởng thành tuy không thể ở bên nhau nhưng hãy để người đó mãi mãi trở thành một kỷ niệm một ký đẹp trong mình,0,2024-10-10T06:17:41Z,0
@NTT2đe,Z1D26z9l8y8,có ai ở đây không,0,2024-10-10T05:59:35Z,0
@NTT2đe,Z1D26z9l8y8,hihi,0,2024-10-10T05:59:18Z,0
@DiệuMinh45,Z1D26z9l8y8,#1 roi kìaaaaa,2,2024-10-10T05:53:28Z,0
@phuocnhan6555,Z1D26z9l8y8,Voic nữ giống Min quá 🥹,0,2024-10-10T04:46:50Z,0
@xero5727,Z1D26z9l8y8,Em giờ đã có bầu....trời mới.,0,2024-10-10T04:18:17Z,0
@nunguyen8644,Z1D26z9l8y8,Nhạc da Lab là một cái gì đó khác bọt.. hoài niệm. Mấy hnay nghe liên tục chưa có dấu hiệu dừng lại. Chúc mừng da Lab với sản phẩm âm nhạc mới .,0,2024-10-10T04:05:41Z,0
@NgocHyn,Z1D26z9l8y8,"Nghe bài này giống như trải qua thanh xuân một lần nữa vậy, không hiểu sao mình có cảm giác đó, bồi hồi xao xuyến lắm luôn
Cảm ơn Da LAB",0,2024-10-10T03:26:17Z,0
@miphalau,Z1D26z9l8y8,literally camp rock this is me,0,2024-10-10T03:12:53Z,0
@nhungao2733,Z1D26z9l8y8,Từ NEU Concert sang đây nghe <3,1,2024-10-10T03:07:36Z,0
@topmix52,Z1D26z9l8y8,Bài hát hay quá...Mê mấy ngày giờ,0,2024-10-10T02:49:31Z,0
@vuhoang7589,Z1D26z9l8y8,"Lương T Huê 0306, lghuee_6 
anh chưa bao giờ hối hận vì đã yêu em. Mong rằng em có thể tỏa sáng ở bầu trời của em, anh nghĩ mình vẫn hợp với hình tượng ngắm nhìn em từ xa",0,2024-10-10T02:42:10Z,0
@NhuYTieu-cp4hp,Z1D26z9l8y8,Amazing 🔥🔥🔥,0,2024-10-10T02:28:56Z,0
@thuyang7709,Z1D26z9l8y8,anh vẫn là bầu trời đẹp nhất.,1,2024-10-10T02:25:59Z,0
@Cuongdjj,Z1D26z9l8y8,Clip quay ở marina  sơn trà đà nãng đúng ko,0,2024-10-10T01:49:44Z,1
@mixngn,Z1D26z9l8y8,Xứng đáng với vị trí hiện tại,0,2024-10-10T01:45:13Z,0
@canhcutuongmatcha,Z1D26z9l8y8,"7 năm đơn phương, từ cái khoảnh khắc mình đưa bạn cây Alpenliebe vào một chiều lớp 7, giờ mình cũng năm 3 rồi. Bằng một cách nào đó, cái tên tiếng Đức ""Alpenliebe"" lại trở thành một mối duyên giữa mình và bạn. Bạn giờ thì đang du học ở Đức, mình thì ở Việt Nam học tại khoa Đức, như thể mình với bạn đều có chung một bầu trời mà cả 2 muốn hướng đến. Thế nhưng bạn ơi, 7 năm dài đó trong mắt mình chỉ có một bầu trời duy nhất, trong mắt mình chỉ có mỗi bạn, còn bạn đã tìm được bầu trời cho riêng. 
Nhưng may thật, mối tình đơn phương đó của mình cũng đi đến điểm dừng rồi. Khoảnh khắc mình gặp lại bạn khi bạn về nước, mình không còn rung động nữa, ngày tiễn bạn bay lại Đức, mình cũng không còn khóc lóc hay buồn bã gì. Mình thật sự đã đặt xuống được thứ mà đáng lẽ mình phải đặt xuống từ lâu, và giờ đây mình không còn tình cảm cho bạn nữa, một sự giải thoát cho chính bản thân mình để đi tìm một bầu trời mới. Chúc mừng cho chính bản thân, rằng mình đã tìm thấy khoảng trời mới rồi. 
""Em giờ đã có bầu trời mới, mọi chuyện sẽ qua thôi""",0,2024-10-10T01:43:25Z,0
@cuccutxanhla,Z1D26z9l8y8,"Trời quang mây tạnh, phía trên cao là bầu trời xanh, trước mắt em là bình mình rực rỡ. Đi đi em...",1,2024-10-10T01:32:30Z,0
@Vyvykh2368,Z1D26z9l8y8,Mình vừa kết thúc mối tình mà mình nghĩ là tất cả. Hy vọng bản thân mình có thể vượt qua cố gắng bước tiếp.,0,2024-10-10T01:23:56Z,0
@dsdhNhuTuyen,Z1D26z9l8y8,"Cô bạn thân mình, mới 28 tuổi, ck ấy ấy (27 tuổi) mới mất vì lí do rất vô thưởng vô phạt, trong khi cô bạn mình đang mang bầu tháng thứ 6 (2 vợ chồng đã đợi chờ rất lâu). Đau lòng. Mình hy vọng, sẽ có lúc cô bạn mình vượt qua được nỗi buồn này, có 1 bầu trời mới và mình sẽ gửi cho cô ấy bài hát này",0,2024-10-10T00:16:01Z,0
@Thomasshelbyy89,Z1D26z9l8y8,Phối khí hay nhưng lyrics hơi lủng củng,0,2024-10-09T23:54:02Z,0
@aitech9815,Z1D26z9l8y8,SHINee MinHo Kpop vs. VanToan Vpop...? ❤,0,2024-10-09T23:38:26Z,0
@quangmai2907,Z1D26z9l8y8,Nhạc giống bài gì của nhật ý nhỉ,0,2024-10-09T23:34:52Z,0
@kemnek279,Z1D26z9l8y8,❤,0,2024-10-09T22:55:32Z,0
@anhmonguc1741,Z1D26z9l8y8,bài này nhiều cảm xúc lẫn lộn quá,0,2024-10-09T22:41:42Z,0
@Betrauchaula,Z1D26z9l8y8,Hay nha hay,1,2024-10-09T20:02:51Z,0
@Betrauchaula,Z1D26z9l8y8,Hay nha hay nha,0,2024-10-09T20:02:31Z,0
@Betrauchaula,Z1D26z9l8y8,Hay quá ạ,1,2024-10-09T20:01:39Z,0
@quinguyenminh4499,Z1D26z9l8y8,uoc j dam cuoi kn minh la thg cam` nhan,0,2024-10-09T18:38:04Z,0
@trant.thuyan3108,Z1D26z9l8y8,Hay quá ạ ❤❤❤❤,0,2024-10-09T18:18:11Z,0
@KhôiLê-g5g,Z1D26z9l8y8,❤😂🎉😢😮😅,0,2024-10-09T17:33:52Z,0
@KhôiLê-g5g,Z1D26z9l8y8,❤😂🎉😢😮,0,2024-10-09T17:33:41Z,0
@tuando8996,Z1D26z9l8y8,VĂN TOÀN CẦU HÔN À,0,2024-10-09T17:26:02Z,0
@YGlover,Z1D26z9l8y8,cảm ơn nhóm đã đem đến một bài hát rất hay. Từ lần đầu bật lên là mình dính cứng ngắc bài này luôn.,1,2024-10-09T17:03:38Z,0
@loctranduc6900,Z1D26z9l8y8,Văn Toàn nhận đóng cái MV này ẩn ý phết =))),0,2024-10-09T16:34:02Z,0
@imnganagrimotor4782,Z1D26z9l8y8,"Thiệt sự bài này quá hay, lẫn giai điệu và lời bài hát rẩt chân thực",1,2024-10-09T16:31:40Z,0
@hoango4506,Z1D26z9l8y8,Nhạc hay quá ạ ^^,0,2024-10-09T16:20:46Z,0
@anhchinguyentran2604,Z1D26z9l8y8,"Huhu bài hay quá, hỉu vì sao được 1 trên đình rồiiiii",0,2024-10-09T16:20:34Z,0
@mâyđengặptrăngsáng,Z1D26z9l8y8,"P N An, 7 năm từ đơn phương đến song phương, từ ngưỡng mộ đến rất thích cậu, tớ chưa bao giờ hối hận. Xin lỗi vì không thể giữ cậu được nữa. Cậu rất phũ phàng, mong rằng cậu có thể tỏa sáng ở bầu trời của cậu, tớ nghĩ mình vẫn hợp với hình tượng ngắm nhìn cậu từ xa thôi.",58,2024-10-09T16:20:34Z,0
@inhthien8948,Z1D26z9l8y8,"Replay mỏi tai k thấy chán
1 bài hát rất hay, từng câu từng chữ cứ như câu chuyện của mình vậy :D
Cảm ơn e đã đến bên cuộc đời a và dạy cho a những bài học đắt giá
Chúc e tìm được 1 bầu trời mới của riêng em, hãy thật hạnh phúc em nhé. Yêu em tình đầu của a",0,2024-10-09T16:16:25Z,0
@thuydanh8403,Z1D26z9l8y8,.,0,2024-10-09T16:09:36Z,0
@hien11.nguyenthi45,Z1D26z9l8y8,"Verse 1: Emcee L]
Thức giấc mỗi ngày là khi màn đêm vừa kéo về
Tiếng chuông ngân dài, nhưng vẫn không thấy một ai
Bờ vai như rã rời, con tim em muốn dừng lại thôi
Kết thúc câu chuyện cũng là lúc không ai bước tiếp

[Chorus: Lam & Emcee L]
Em giờ đã có bầu trời mới, mọi chuyện sẽ qua thôi
Anh thì tìm kiếm tình yêu dù đánh mất lâu rồi
Chạy thật nhanh, đi thật xa để cố quên những gì xảy ra
Nhưng trước mắt anh vẫn toàn thấy ký ức về em
Em giờ đã có bầu trời mới, thế giới cũng đổi thay
Giữa muôn vàn vì sao chiếu sáng nơi đây chỉ có mỗi anh lạc lõng
Đoạn đường mới đừng tìm lại giấc mơ em đã cất sâu
Có khi ngày mai ta sẽ vô tình gặp nhau, đứng thật lâu

[Verse 2: Rabbit Run]
Cứ mỗi sớm ban mai là giấc mơ xưa lại đến
Vẫn cứ ngỡ bên tai là những thanh âm ngọt ngào
Gió cuốn những đám mây về một nơi xa
Một bầu trời đầy rạng ngời nhưng thiếu vắng đôi ta
Con đường kia chỉ một mình anh thôi
Em giờ đang bước nơi xa cùng người
Những nụ cười đó từng được dành cho anh, yeah yeah yeah
Chỉ còn nhạt nhoà trong những cơn mơ

[Chorus: Lam & Emcee L]
Em giờ đã có bầu trời mới, mọi chuyện sẽ qua thôi
Anh thì tìm kiếm tình yêu dù đánh mất lâu rồi
Chạy thật nhanh, đi thật xa để cố quên những gì xảy ra
Nhưng trước mắt anh vẫn toàn thấy ký ức về em
Em giờ đã có bầu trời mới, thế giới cũng đổi thay
Giữa muôn vàn vì sao chiếu sáng nơi đây chỉ có mỗi anh lạc lõng
Đoạn đường mới đừng tìm lại giấc mơ em đã cất sâu
Có khi ngày mai ta sẽ vô tình gặp nhau, đứng thật lâu

[Verse 3: MPaKK]
Ai đưa tay như đang níu lấy hoa phai đang rơi
Chuyện tình buồn quên rồi trong sương đêm sang mai, ai mang phơi
Sao vang nghe bên tai âm thanh như ai đang kêu tên ai
Ngỡ như anh vẫn còn cảm thấy hơi thở của em sau vai
Em ngọt ngào nhưng lại làm anh mất ngủ như một ly nâu
Lồng ngực cháy bỏng vì em mỗi khi anh lại hít một hơi sâu

Người mơ sông núi người mơ bầu trời
Chỉ có mình anh là muốn cạnh em trọn đời
Anh đã không biết mà cứ bước tiếp
Đến khi anh thấy bàn chân rệu rời
Là lúc anh biết nhịp đập của con tim anh đang sai
Anh biết đến lúc dừng lại mong em hạnh phúc khi đi bên ai
Hoà mình vào dòng người để không ai thấy được mình cô đơn
Đôi lúc anh nở nụ cười lại thấy sâu thẳm trong mình đau hơn
Anh đưa mắt lên tự hỏi đâu đó bên dưới bầu trời xanh dương
Em đã tìm thấy cho mình những điều em mong
Hay vẫn chưa bước qua tháng ngày mưa tuôn?


[Bridge: JGKiD]
Vậy khung trời anh liệu có thể quay trở lại như xưa?
Mình anh ở trong một thế giới
Chẳng thể như lúc đầu
Nơi mặt trời cứ mãi bâng khuâng giữa đêm với ngày, yeah
Nơi nụ hoa, nhành cỏ xanh cánh bướm cứ phân vân

[Chorus: Lam & Emcee L]
Em giờ đã có bầu trời mới, thế giới cũng đổi thay
Giữa muôn vàn vì sao chiếu sáng nơi đây chỉ có mỗi anh lạc lõng
Đoạn đường mới đừng tìm lại giấc mơ em đã cất sâu
Có khi ngày mai ta sẽ vô tình gặp nhau, cúi chào nhau",0,2024-10-09T15:56:37Z,0
@tramnguyenviet8449,Z1D26z9l8y8,trời ơi #1 Trending music ròi các chú ơiiiiiiiiii,7,2024-10-09T15:40:08Z,0
@phucwang3882,Z1D26z9l8y8,"Anh không bao giờ khóc, vì khóc là sự yếu đuối, nhưng luôn có cái nghẹn chực trào nơi cổ họng.
Cả hai chúng ta đều đã từng cố chấp. Em cố gắng khi anh đã buông tay, còn anh cố chấp dù em không còn muốn tiếp tục.
Để cuối cùng anh nhận ra dù anh có làm được thì câu chuyện của mình không còn là một tình yêu vô điều kiện nữa.
Thay vì nhìn nó biến chất và nhạt phai khiến cả hai thất vọng thêm, anh chạy đi, tìm đến bầu trời mới, nơi không còn những gánh nặng và nỗi buồn cũ. Nơi anh tiếp tục trở thành phiên bản tốt hơn của chính mình.",4,2024-10-09T15:31:12Z,0
@huangyu6583,Z1D26z9l8y8,Điệp khúc nghe rất giống 1 bài nhạc anime mình từng nghe trong quán ăn nhật k biết có bác nào biết tên bài đó k ạ,1,2024-10-09T15:29:08Z,0
@NguyenVanAnh-q2h,Z1D26z9l8y8,Bài này hay quá,1,2024-10-09T15:10:43Z,0
@nhanhoan9032,Z1D26z9l8y8,Waooooooooo 🎉🎉🎉,0,2024-10-09T15:09:41Z,0
@trieuthienbinhnct7411,Z1D26z9l8y8,âm nhạc đỉnh,1,2024-10-09T15:05:36Z,0
@nguyenthanhtruc1604,Z1D26z9l8y8,💯,0,2024-10-09T14:51:55Z,0
@VietMixNight.MemeMedia,Z1D26z9l8y8,đã on top cho Dalab. Chúc mừng cả nhóm ạ. Có ai nghiện bài này mà replay hoài như tui không ạaa,8,2024-10-09T14:35:05Z,0
@HưngNguyễnQuốcHưng-c9u,Z1D26z9l8y8,Hay ❤❤❤,1,2024-10-09T14:31:37Z,0
@tranphong-rk7vg,Z1D26z9l8y8,hay,2,2024-10-09T14:27:59Z,0
@20.vuhungmanh46,Z1D26z9l8y8,"Người thì tìm được bầu trời mới, người vẫn tìm kiếm lối ra trong bầu trời cũ ......",17,2024-10-09T14:10:42Z,0
@tambongvang,Z1D26z9l8y8,Hay quá,2,2024-10-09T13:57:38Z,0
@tvnttttmh344,Z1D26z9l8y8,#1 thịnh hành rồi,2,2024-10-09T13:56:03Z,0
@manhductran3760,Z1D26z9l8y8,"Một bài nhạc mới, một thế gian mới và một thanh xuân mới. Giữa muôn ngàn vì sao trên bầu trời ấy tớ đã hạnh phúc nhường nào.

09.10.2024",2,2024-10-09T13:52:10Z,0
@ThịDungBùi-k8f,Z1D26z9l8y8,Giọng của bạn nữ rất hợp đoạn  cao trào ấy quá tuyệt,1,2024-10-09T13:47:14Z,0
@DũngHoàng-x6k8x,Z1D26z9l8y8,Nhạc thấm quá. Cảm ơn nhóm Da Lab nhé.,2,2024-10-09T13:46:19Z,0
@ThịDungBùi-k8f,Z1D26z9l8y8,Cuối cùng bài đã lên top cảm ơn Dalab đã mang đến 1 sản phẩm âm nhạc tuyệt vời!,1,2024-10-09T13:46:10Z,0
@gaumeoandu420,Z1D26z9l8y8,d,1,2024-10-09T13:40:22Z,0
@roman631,Z1D26z9l8y8,em giờ có bầu trời mới...,1,2024-10-09T13:36:00Z,0
@TâmMinh-z1w,Z1D26z9l8y8,uầy ❤❤,0,2024-10-09T13:27:08Z,0
@chuongle2057,Z1D26z9l8y8,Top 1 rồi 🎉🎉🎉🎉🎉,0,2024-10-09T13:19:44Z,0
@dave.manuce,Z1D26z9l8y8,đkm sao mà hay thế,1,2024-10-09T13:18:07Z,0
@ZodiacII,Z1D26z9l8y8,"#1 rồi, siêu dừa cái lòng em các anh ơiiiiiiiiiiiii <3",1,2024-10-09T13:10:17Z,0
@huynguyen-ek1gj,Z1D26z9l8y8,"Da LAB làm nhạc rất cuốn nhưng đoạn rap làm mình chưa thỏa mãn, rap không rõ lời, bị chồng nhạc và lời với những giọng khác. Tổng thể thì bài hát ổn.",1,2024-10-09T13:02:33Z,0
@rainvn,Z1D26z9l8y8,Nghe hay và cảm động nữa,1,2024-10-09T13:00:47Z,0
@tuanh9025,Z1D26z9l8y8,top 1 trendingggff,1,2024-10-09T12:56:37Z,0
@thanhluannguyen7984,Z1D26z9l8y8,#1 rooif anh em oi 😱😱😱 cay manh cho dalab nao,0,2024-10-09T12:55:04Z,0
@riri_1023-tr,Z1D26z9l8y8,"thật tuyệt vời khi bài này đã top1 trending hiện tại, ngày nào mình cũng nghe bài này, nó thực sự có 1 cảm giác vừa vui vừa buồn vậy.💗💞💖",2,2024-10-09T12:45:11Z,0
@fhgjdjrj,Z1D26z9l8y8,Chúc mừng nhóm nhạc #2 việt nam. Đỉnh vãi,1,2024-10-09T12:37:38Z,0
@iamvietnamesegirl,Z1D26z9l8y8,"""Em giờ đã có bầu trời mới, mọi chuyện sẽ qua thôi""
Phải thôi, không ai đắm chìm mãi vào một tình yêu không có tương lai cả. Mình đã chờ đợi Anh cũng lâu rồi, cũng đã hết lòng vì Anh, làm tất cả vì Anh rồi, nhưng cố gắng của mình chỉ là vô ích. Mình move on và đang trong quá trình tìm lại chính mình. Vô tình nghe được bài hát này, và cảm thấy được an ủi và xoa lòng rất nhiều. Cảm ơn Da LAB vì bài hát quá hay, cảm ơn Anh đã bước vào cuộc đời của mình, và cảm ơn cô gái bé bỏng này, chính là mình, đã vực dậy tinh thần và đi tìm ""bầu trời mới.""",0,2024-10-09T12:33:17Z,0
@laitruong7922,Z1D26z9l8y8,"Top 1 trending rồi các anh ơi, chúc mừng các anh Thơm, Long, Thỏ (và Cào)
P/s: Hi vọng các anh sẽ tiếp tục hát cho fan trung thành như e được vui, kết nạp thành viên mới trong thời gian sớm nhất :))",1,2024-10-09T12:32:57Z,0
@Cheriiii2711,Z1D26z9l8y8,Chúc mừng các chú nháaaa,1,2024-10-09T12:26:47Z,0
@leeminho2024,Z1D26z9l8y8,lại đạo nhạc của ai thế bake,1,2024-10-09T12:21:53Z,1
@thaopham801,Z1D26z9l8y8,Chúc mừng Bầu trời mới được #1 rồi nha 🎉,0,2024-10-09T12:18:15Z,0
@vyantran-rh6pv,Z1D26z9l8y8,Đỉnh quá mấy chú ơi.,1,2024-10-09T12:16:51Z,0
@hainv1505,Z1D26z9l8y8,Chúc mừng 4 anh có thêm 1 MV Top 1 Trending 🎉🎉🎉,0,2024-10-09T12:16:33Z,0
@300Kilometers,Z1D26z9l8y8,"#1 rồi , da lab vip prooooo",1,2024-10-09T12:14:03Z,0
@giangg11,Z1D26z9l8y8,một hành trình dài,1,2024-10-09T12:01:31Z,0
@Duydg,Z1D26z9l8y8,quá hay ạ,0,2024-10-09T11:58:25Z,0
@ddamsan,Z1D26z9l8y8,"Tại sao, vì sao, giờ sao?? Chẳng ra làm sao !",1,2024-10-09T11:10:39Z,0
@LinhThuy-dn9ne,Z1D26z9l8y8,từ NEU CONCERT qua đâyyyyy,1,2024-10-09T11:10:31Z,0
@congvinhofficial4859,Z1D26z9l8y8,hay quá rồi các anh ơi,1,2024-10-09T11:01:13Z,0
@duhocsinhChuaLang,Z1D26z9l8y8,"""Đoạn đường mới đừng tìm lại giấc mơ em đã cất sâu
Có khi ngày mai ta sẽ vô tình gặp nhau, đứng thật lâu""
Thật sự là đã move on rồi!",0,2024-10-09T11:00:09Z,0
@duhocsinhChuaLang,Z1D26z9l8y8,Make it to #1 my fam,0,2024-10-09T10:58:36Z,0
@nhathoang8628,Z1D26z9l8y8,The pace of the video is perfect.,0,2024-10-09T10:55:17Z,0
@AMK_Azura,Z1D26z9l8y8,Mê quá òooo,0,2024-10-09T10:54:50Z,0
@NhanTran-jz5dd,Z1D26z9l8y8,Nhạc giống anime nghe đã quá,0,2024-10-09T10:51:28Z,0
@phuongchan9537,Z1D26z9l8y8,"Đã từng đồng hành với nhau những ngày tháng thanh xuân tươi đẹp nhất nhưng hai đứa lại quyết định dừng lại ngay khi cánh cửa mới mở ra chào đón hai đứa. Chỉ mong rằng cậu cũng sẽ tìm thấy bầu trời mới, sẽ thật thành công với sự lựa chọn của mình nhé.",0,2024-10-09T10:42:05Z,0
@HiệpDuy-u4e,Z1D26z9l8y8,Không biết cảm nhận mọi người thế nào mình thấy bài hát có chút âm hưởng giai điệu của những bản nhạc anime nhật bản😊,0,2024-10-09T10:41:18Z,0
@Nanaly.00,Z1D26z9l8y8,"Mình và anh đã có một quãng thời gian gắn bó với nhau 7 năm, từ những ngày mình mới 17 tuổi thôi, anh thì hơn mình 6 tuổi. Chúng mình đã sắp trở thành một gia đình nhưng vì những tác động xung quanh, cộng thêm cả 2 thật sự không còn hiểu nhau được nữa, nên đành dừng lại. Bây giờ cả mình và anh đều có “Bầu trời mới” của nhau, hy vọng sau này dù có gặp lại nhau ở bất kì hoàn cảnh nào, anh và mình vẫn hạnh phúc! 
Cảm ơn Dalab vì một bài hát như vậy, thật sự chạm sâu đến cảm xúc của mình ❤",0,2024-10-09T10:25:24Z,0
@naly._0910,Z1D26z9l8y8,"có trùng hợp với t bây giờ quá không , Bầu trời mới thật , nửa là hạnh phúc , nửa là vỡ vụn",0,2024-10-09T10:10:11Z,0
